央视卫视HD,#genre#
巴南综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqbntv1
云阳综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqyytv1
云阳综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqyytv1
梁平综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqlptv1
梁平综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqlptv1
璧山综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqbstv1
璧山综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqbstv1
永川综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqyctv1
永川综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqyctv1
潼南综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqtntv1
潼南综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqtntv1
合川综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqhctv1
合川综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqhctv1
酉阳新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqyotv1
酉阳新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqyotv1
开州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqkztv1
开州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqkztv1
大足综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqdztv1
大足综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqdztv1
南川新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqnctv1
南川新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqnctv1
江津新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqjjtv1
江津新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqjjtv1
彭水新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqpstv1
彭水新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqpstv1
垫江综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqdjtv1
垫江综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqdjtv1
忠县综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqzxtv1
忠县综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqzxtv1
武隆综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqwltv1
武隆综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqwltv1
黔江综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqqjtv1
黔江综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqqjtv1
万盛新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqwstv1
万盛新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqwstv1
荣昌综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqrctv1
荣昌综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqrctv1
渝北综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqybtv1
渝北综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqybtv1
渝北都市频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqybtv2
渝北都市频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqybtv2
巫山综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=cqwutv1
巫山综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=cqwutv1

福建,#genre#
东南卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=dnwshd
东南卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=dnwshd
厦门卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=xmwshd
厦门卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=xmwshd
东南卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=dnws
东南卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=dnws
厦门卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=xmws
厦门卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=xmws
海峡卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=hxws
海峡卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=hxws
福建综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjzh
福建综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjzh
福建乡村振兴公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjgg
福建乡村振兴公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjgg
福建新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjxw
福建新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjxw
福建电视剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjdsj
福建电视剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjdsj
福建旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjds
福建旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjds
福建经济,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjjj
福建经济,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjjj
福建文体,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjty
福建文体,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjty
福建少儿,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjse
福建少儿,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjse
福建教育,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjjy
福建教育,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjjy
福州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfztv1
福州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfztv1
福州生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfztv3
福州生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfztv3
福州少儿,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfztv4
福州少儿,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfztv4
厦门一套,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjxmtv1
厦门一套,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjxmtv1
厦门二套,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjxmtv2
厦门二套,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjxmtv2
厦门移动电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjxmtv6
厦门移动电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjxmtv6
莆田新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjpttv1
莆田新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjpttv1
莆田公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjpttv2
莆田公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjpttv2
泉州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqztv1
泉州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqztv1
泉州闽南语,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqztv4
泉州闽南语,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqztv4
漳州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjzztv1
漳州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjzztv1
龙岩新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjlytv1
龙岩新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjlytv1
宁德新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjndtv1
宁德新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjndtv1
宁德文化旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjndtv2
宁德文化旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjndtv2
三明新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmtv1
三明新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmtv1
平潭新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjpitv1
平潭新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjpitv1
南平新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjnptv1
南平新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjnptv1
集美综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjxmjm1
集美综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjxmjm1
大田综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmdt1
大田综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmdt1
建宁综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmjn1
建宁综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmjn1
宁化电视一套,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmnh1
宁化电视一套,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmnh1
泰宁新闻频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmtn1
泰宁新闻频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmtn1
永安综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmya1
永安综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmya1
尤溪新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmyx1
尤溪新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmyx1
尤溪城市生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjsmyx2
尤溪城市生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjsmyx2
邵武新闻频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjnpsw1
邵武新闻频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjnpsw1
武夷山综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjnpwys1
武夷山综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjnpwys1
长乐综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfzcl1
长乐综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfzcl1
福清综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfzfq1
福清综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfzfq1
闽侯综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfzmh1
闽侯综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfzmh1
永泰综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjfzyt1
永泰综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjfzyt1
德化新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzdh1
德化新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzdh1
晋江电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzjj2
晋江电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzjj2
南安新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzna1
南安新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzna1
泉港综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzqg1
泉港综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzqg1
石狮综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzss1
石狮综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzss1
永春电视一套,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzyc1
永春电视一套,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzyc1
永春电视二套,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjqzyc2
永春电视二套,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjqzyc2
仙游电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjptxy1
仙游电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjptxy1
云霄综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjzzyx1
云霄综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjzzyx1
漳浦综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=fjzzzp1
漳浦综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=fjzzzp1

甘肃,#genre#
甘肃卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=gswshd
甘肃卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=gswshd
甘肃卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsws
甘肃卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsws
甘肃科教频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsds
甘肃科教频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsds
甘肃少儿频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsse
甘肃少儿频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsse
甘肃公共应急,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgg
甘肃公共应急,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgg
甘肃文化影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gswh
甘肃文化影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gswh
甘肃移动电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsyd
甘肃移动电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsyd
INBM证券服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=zqfw
INBM证券服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=zqfw
兰州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslzxw
兰州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslzxw
兰州文旅频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslzty
兰州文旅频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslzty
嘉峪关综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsjygzh
嘉峪关综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsjygzh
白银综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsbytv1
白银综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsbytv1
白银文化教育,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsbytv2
白银文化教育,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsbytv2
甘南综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgntv1
甘南综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgntv1
甘南藏语频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgntv2
甘南藏语频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgntv2
庆阳综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsqytv1
庆阳综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsqytv1
庆阳文体旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsqytv2
庆阳文体旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsqytv2
平凉新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gspltv1
平凉新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gspltv1
酒泉综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsjqtv1
酒泉综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsjqtv1
酒泉文旅频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsjqtv2
酒泉文旅频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsjqtv2
敦煌综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdhtv1
敦煌综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdhtv1
张掖新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gszytv1
张掖新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gszytv1
张掖农业旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=gszytv2
张掖农业旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=gszytv2
天水新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gststv1
天水新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gststv1
天水文旅频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gststv2
天水文旅频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gststv2
陇南新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslntv1
陇南新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslntv1
陇南公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslntv2
陇南公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslntv2
临夏州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslxtv1
临夏州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslxtv1
临夏州文旅频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslxtv2
临夏州文旅频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslxtv2
定西综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxtv1
定西综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxtv1
定西文旅生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxtv2
定西文旅生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxtv2
红古综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslzhg1
红古综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslzhg1
平川综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsbypc1
平川综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsbypc1
成县综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslncx1
成县综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslncx1
玉门综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsjqym1
玉门综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsjqym1
临洮综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxlt1
临洮综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxlt1
临泽新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslitv1
临泽新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslitv1
永昌综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsjcyc1
永昌综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsjcyc1
庄浪综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsplzl1
庄浪综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsplzl1
古浪综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gswwgl1
古浪综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gswwgl1
陇西综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxlx1
陇西综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxlx1
岷县综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxmx1
岷县综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxmx1
通渭综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsdxtw1
通渭综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsdxtw1
迭部综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgndb1
迭部综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgndb1
碌曲综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnlq1
碌曲综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnlq1
临潭综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnlt1
临潭综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnlt1
玛曲综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnmq1
玛曲综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnmq1
夏河综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnxh1
夏河综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnxh1
卓尼综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnzn1
卓尼综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnzn1
舟曲新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsgnzq1
舟曲新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsgnzq1
西和综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslnxh1
西和综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslnxh1
临夏市电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=gslxlx1
临夏市电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=gslxlx1
西峰综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gsqyxf1
西峰综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gsqyxf1
秦安综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gstsqa1
秦安综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gstsqa1
天祝综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gswwtj1
天祝综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gswwtj1

广东,#genre#
广东卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdwshd
广东卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdwshd
深圳卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=szwshd
深圳卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=szwshd
广东卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdws
广东卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdws
深圳卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=szws
深圳卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=szws
大湾区卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nfws
大湾区卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nfws
深圳卫视4K,http://49.232.143.177:80/yt.php?l=0&type=play&id=szws4k
深圳卫视4K,http://49.232.143.177:80/yt.php?l=1&type=play&id=szws4k
广东体育,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdty
广东体育,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdty
广东珠江,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzj
广东珠江,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzj
广东新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdxw
广东新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdxw
广东民生,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgg
广东民生,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgg
广东移动,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdyd
广东移动,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdyd
现代教育,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdxdjy
现代教育,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdxdjy
大湾区卫视(国际版),http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgj
大湾区卫视(国际版),http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgj
岭南戏曲,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdlnxq
岭南戏曲,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdlnxq
嘉佳卡通,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjjkt
嘉佳卡通,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjjkt
广东经济科教,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdtvs1
广东经济科教,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdtvs1
广东4K超高清,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdtvs3
广东4K超高清,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdtvs3
广东影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdtvs4
广东影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdtvs4
广东少儿,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdtvs5
广东少儿,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdtvs5
南方购物,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdnfgw
南方购物,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdnfgw
GRTN健康频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjk
GRTN健康频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjk
GRTN纪录片,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjl
GRTN纪录片,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjl
GRTN教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjy
GRTN教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjy
GRTN荔枝台,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdlz
GRTN荔枝台,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdlz
GRTN生活频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdsh
GRTN生活频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdsh
GRTN文化频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdwh
GRTN文化频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdwh
中国交通广东,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzgjt
中国交通广东,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzgjt
广东有线导视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdda
广东有线导视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdda
广州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzzh
广州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzzh
广州新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzxw
广州新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzxw
广州影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzys
广州影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzys
广州南国都市4K,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzsh
广州南国都市4K,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzsh
广州法治,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzjj
广州法治,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzjj
深圳都市,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszds
深圳都市,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszds
深圳电视剧,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszdsj
深圳电视剧,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszdsj
深圳财经生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszcj
深圳财经生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszcj
深圳体育健康,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszty
深圳体育健康,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszty
